positive,The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .
neutral,The company says the measures are no longer needed .
neutral,The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .
negative,"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier ."
positive,"The buyer aims to thus reinforce its position in Denmark , Martela Group managing director Heikki Martela said ."
neutral,"The Apple Inc. iPhone wo n't change the game plan for Verizon Communications Inc. , Chief Executive Ivan Seidenberg said Wednesday ."
positive,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .
neutral,"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said ."
neutral,"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France ."
positive,"Strongest growth was seen in the new markets in Russia , the Czech Republic , and Slovakia ."
neutral,`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .
neutral,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .
positive,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 ."
positive,"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added ."
positive,Diluted EPS rose to EUR3 .68 from EUR0 .50 .
negative,"At this growth rate , paying off the national debt will be extremely painful ."
negative,Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .
neutral,Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .
positive,"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America ."
negative,"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % ."
negative,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 ."
neutral,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors ."
positive,"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates ."
negative,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .
negative,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .
positive,`` The combined activities will create value for shareholders and be good for our employees and customers .
positive,Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .
negative,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .
negative,As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .
positive,Net sales of Finnish food industry company L+�nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .
positive,Its market share widened to 48.51 percent from 48.31 percent a year earlier .
negative,The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .
neutral,GyPSii service supports ten different languages including Korean and Russian .
neutral,"Vacon aims to establish its presence in the solar energy business in various parts of the world towards the end of 2010 , said Olli Teva , marketing director renewable energy applications ."
negative,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 ."
negative,"Divisional sales demand in the half remained `` inconsistent '' , it added ."
negative,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .
positive,"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout ."
neutral,"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros ."
neutral,He confirmed his view on July 6 .
neutral,Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .
negative,Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .
positive,One attractive factor about the tablets for media companies is that they provide a new way of making money .
positive,"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1"
negative,Asian traffic declined by 3.4 per cent .
positive,"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks ."
neutral,Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .
negative,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .
neutral,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height ."
positive,"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania ."
negative,Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .
negative,Possible personnel reductions concern approximately 104 people .
negative,Metso estimates the need for personnel reductions to amount to 25 people .
negative,He said he has been losing five families a month to the economy as many make alternative arrangements to save money .
neutral,The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . ''
positive,"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete ."
negative,The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .
positive,"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production ."
neutral,"Nordstjernan will make the offer in approximately one month , in September 2007 ."
positive,"During the past decade it has gradually divested noncore assets and bought several sports equipment makers , including California-based Fitness Products International and Sparks , Nevada-based ATEC , a leading maker of baseball and softball pitching machines ."
positive,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said ."
negative,"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year ."
positive,New product launches in Finland will more than double from 2005 .
positive,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 ."
negative,"As a result of the negotiations , the amount of employment contracts to be terminated is 13 ."
negative,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 ."
neutral,"Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros ."
positive,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .
negative,The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .
positive,"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year ."
negative,Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .
negative,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia ."
positive,"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters ."
neutral,Yvonne Jones is owner of Chameleon Interiors .
neutral,We offer our customers solutions based on renewable raw materials .
positive,"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 ."
neutral,"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said ."
positive,"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said ."
neutral,This includes a EUR 39.5 mn change in the fair value of investment properties .
neutral,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 ."
positive,Performance in the second half of 2009 exceeded expectations .
negative,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 ."
positive,16 February 2011 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL : NAUR ) ( TSE : NAU ) .
negative,"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 ."
neutral,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region ."
positive,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .
neutral,"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden ."
positive,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .
positive,The actions are expected to deliver annual cost savings of some EUR15-20m .
negative,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .
negative,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .
negative,"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland ."
neutral,"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says ."
neutral,"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock ."
negative,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .
negative,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn ."
neutral,"Kesko offers Hilton to open a hotel on Kalinisky prospect in a 18,000-square metres building because of these difficulties ."
neutral,The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .
negative,"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons ."
positive,Clothing chain Sepp+�l+� 's net sales increased by 7.0 % to EUR 30.8 mn .
neutral,"Regulatory News : The Nomination Committee of Cybercom ( STO : CYBE ) , which is unanimous in its proposal , proposes the election of Jon Risfelt as the new Chairman of the Board ."
negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily ."
neutral,The price of GMO soy is 5 % -7 % lower than that of non-GMO .
positive,"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order ."
negative,"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt ."
positive,"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 ."
neutral,"This order , when delivered , will bring the total output of electricity in Italy generated by Wartsila equipment to more than 1,300 MW ."
negative,Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .
negative,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .
positive,Etteplan targets to employ at least 20 people in Borl+�nge .
negative,`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . ''
positive,"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group ."
neutral,Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .
negative,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .
neutral,"In 2007 , Huhtamaki will continue to invest in organic growth ."
negative,- The Group -� s result before taxes was EUR -1.9 ( -3.0 ) million .
positive,"However , the proportion of the paid standing orders grew in 2009 ."
negative,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses ."
negative,Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .
neutral,"According to latest information , Benefon will launch its Twig device on 20 September 2006 ."
positive,Nokian Capacitors ' equipment will be used to raise the capacity and reliability of the Indian grid .
negative,Finnish-Swedish Stora Enso does not understand the decision issued by a federal judge in Brazil concerning Stora Enso 's associated pulp company Veracel .
negative,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .
negative,"Stora Enso Oyj , the largest papermaker , in October said it would close four mills ."
neutral,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today ."
positive,"With the acquisition , the company will expand its offering to North , Central and South America , it said ."
negative,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month ."
positive,"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years ."
positive,This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .
negative,The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .
neutral,"The third applicant , Fortum , was dropped ."
positive,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 ."
neutral,"The largest construction company in Finland , YIT Corporation , is to acquire 70 % of the shares in the Slovak construction company Reding Bratislava ."
neutral,"Information system supplier Sentera -- up 24.51 pct -- was the next most heavily traded share after SysOpen Digia , a software house , acquired 77.4 pct of the company this morning for just under 33 mln eur ."
positive,"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow ."
positive,Certain shareholders have irrevocably agreed to vote in favor of the bond issue .
positive,"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 ."
negative,"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed ."
positive,Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .
neutral,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India ."
positive,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil ."
neutral,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households ."
neutral,"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services ."
positive,The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .
positive,"Full-year net sales are expected to increase by approximately 10 % , the company said ."
positive,Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .
neutral,"The other two sellers were the Finnish National Fund for R&D ( Sitra ) and Oras Invest Oy , which also sold half of their shareholdings , leaving them with 3.8 pct and 3.2 pct of the company respectively ."
negative,Scanfil has also issued a profit warning .
negative,"According to the company , staff will be laid off temporarily when necessary ."
negative,The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .
neutral,Medical Devices - Russia This brand-new market analysis gives a clear overview of the actual situation and future outlook of the medical device market in Russia .
neutral,The other deal is for process cranes to the Russian steel mill PNTZ in Pervorouralsky through an order placed by Turkish construction company Gama Endustri Tesisleri Imalat ve Montaj AS .
positive,"is planning to expand its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland ."
neutral,The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .
positive,The company will also be compensated for acting as a reserve batch plant .
neutral,"Finnish property investment company Citycon will expand and refurbish +_kersberga shopping center in Stockholm , in Sweden ."
neutral,"In Finland , the five largest brands control 90 % of the beer market ."
positive,Both the net sales and operating profit were record high in the company 's history .
neutral,Each share is entitled to one vote .
positive,"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery ."
positive,The company expects net sales to significantly increase from 2009 .
neutral,No more waste-burning facilities should be built .
negative,"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households ."
negative,The operating margin came down to 2.4 % from 5.7 % .
positive,: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .
positive,"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus ."
neutral,"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system ."
neutral,"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses ."
negative,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn ."
negative,"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team ."
neutral,"Jeder Beta-Tester erh+�lt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+�glichkeit , die finale Version zu beeinflussen ."
neutral,Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .
neutral,The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .
negative,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 ."
negative,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .
negative,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 ."
negative,Most of the layoffs will be in Finland .
neutral,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same ."
negative,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .
positive,"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said ."
positive,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .
positive,Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .
neutral,"`` These patronage refunds reward members that use the fee-based services that make a positive contribution to CenCorp 's operating results , '' said Bill Walby , CenCorp CEO ."
positive,Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .
negative,The situation of coated magazine printing paper will continue to be weak .
neutral,It moved into the No. 2 spot in 2000 when it merged steel operations with Avesta Sheffield to form AvestaPolarit .
negative,"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source ."
positive,"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland ."
neutral,Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .
negative,Net sales dropped by 6 % year-on-year to EUR 11.9 million .
positive,The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions .
neutral,Metsa-Botnia will sell 82.1% of its stake in Uruguayan companies and Metsaliitto -- 5.5%.
neutral,"However, uncertainties remain."
negative,Finnlines estimated at its annual general meeting that 2008 would be a difficult fiscal year due to significant investments.
positive,"Production capacity will increase from 36,000 tonnes to 85,000 tonnes per year and the raw material will continue to be recycled paper and paperboard."
positive,"HELSINKI (Thomson Financial)- Kemira GrowHow has increased in profit in the first quarter of its profit on sales improvement, especially in its fertilizer business in Europe, which is normally stronger in the first quarter."
negative,"UPM-Kymmene Corp., the world's largest paper magazine manufacturer, announced on Tuesday a 19 per cent decline in profits, with paper prices being lower, higher costs and higher turnover in euros."
positive,"As a result, Russian import restrictions on Finnish dairy companies will be cancelled on 6 August 2010."
neutral,"The sale, which includes margarine activity in Finland and Poland, follows the approval of the Polish competition authorities in early October."
positive,"Brazilian interbank not-for-profit Camara Interbancaria de Pagamentos CIP has acquired solutions from the American supplier of commercial integration solutions Sterling Commerce, the latter company declared in a declaration."
negative,"- The demand for stack products was lower than expected, particularly in Germany."
positive,"The forests were also higher, led by yesterday's bull analyst's commentary on Stora Enso in Dagens Industry, said dealers."
neutral,"Fortum plans to invest in several new production units, including a new waste-fired unit in its Brista combined heat and power plant (CHP) and a biofuel-based production unit in the Vartan CHP plant."
neutral,"A data processing unit collects data, calculates RVR values and provides data to users via various interfaces."
positive,"Nokia, which has a solid record on the low-end handset market, announced in July its touchscreen offer, would be this year and would be cheaper than rival models in order to benefit from a larger volume market."
neutral,"25 June 2008 ( Boy Genius Report published by Newstex ) -- The Nokia ( NYSE: NOK ) N78, huh?"
neutral,Appointments will be in effect until the new CEO has been appointed.
negative,"The profit for the period fell to 1.6 million euros, compared to 7.5 million euros in January-September 2008."
negative,"Operating profit, excluding non-recurring items, fell to €6.2 million, compared with €16.8 million in 2007, representing 2.3% of net sales."
neutral,"The Tekla Structures product box, if necessary, is now made of recycled materials."
negative,They are also upset by the fact that certain machines and works are being transferred to Poland.
neutral,"Finnish company Ramirent Plc (OMX Helsinki: CMA1V) stated Friday ( 9 May ) that its president and CEO, Kari Kallio, informed the board of its intention to retire in 2009."
negative,Seppala's sales decreased by 6%.
negative,Viking Line has cancelled some services.
negative,"The Finnish company Elcoteq SE recorded a net loss of €66.4 million 91.2 million for the first half of 2007, compared to a net profit of €7.1 million 9.8 million for the same period of 2006."
positive,"The last quarter was the best quarter of 2009 in terms of net sales, and the operating margin increased to 12.2%."
positive,"However, sales are expected to increase by the end of 2006."
neutral,Another Air Liquide company was exempted because it left the market in 1998.
positive,"The 50-50 joint venture, known as Nokia Siemens Networks, will be composed of Nokia's network activity group and Siemens carrier-related operations, creating synergies estimated at 1.5 billion euros ($1.9 billion) by 2010, said Nokia."
negative,Finnish supplier of plumbing and heating systems Anor's net sales as part of the continuation of commercial activities decreased from €262.1 million in the third quarter of 2007 to €249.1 million in July-September 2008.
neutral,"Published by Globes online, Israel business news - www.globes-online.com - November 16, 2009 -_ Copyright of Globes Publisher Itonut 1983 Ltd. 2009"
neutral,"In return, the New York-based private equity company will receive a 51% stake in the Latvian IT and Telecommunications Group."
positive,"Estonian Telecommunications Company Elisa's Customer Numbers Cross 400 000 TALLINN, 22 Oct, BNS - Estonian Telecommunications Company Elisa has gained around 50,000 new customers in the nine months of this year, bringing the number to 401,800 by the end of September, the company said."
negative,"`` Few bad snow conditions in almost all markets affected our first quarter of results,'said Executive Chief Roger Talermo."
negative,ArcelorMittal General Manager Lakshmi Mittal has already cut production in some ovens.
negative,"Currently, the company expects its pre-tax profit to remain below the 2009 level when it reaches EUR 700 000 934 000 USD, compared to earlier projections of slightly better pre-tax profit."
negative,"The steel industry stated that the decline in profits was due to the persistence of economic uncertainty, combined with the current drought in bank loans, which led to a decline in demand for its products, with customers facing increasing difficulties in financing operations."
positive,"In addition, the efficiency measures taken previously are now bearing fruit, said Jan Lang."
negative,"The international electronics company Elcoteq has dismissed dozens of employees from its facilities in Tallinn; unlike previous layoffs, the company has contracted the ranks of its office workers, according to Postimees newspaper."
negative,"The capacity will be easier at its Seikku sawmill in Pori and the Alholma sawmill in Pietarsaari and will result in 60 people laid off for about six weeks from mid-May, he said."
negative,"Operating income fell to €6.2 million, compared to €8.5 million in the third quarter of 2007."
neutral,The slaughter and cutting of cattle at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse.
negative,"The market share of Sampo Bank's loans was 13.6%, compared to 14.4% in the first quarter of 2008."
negative,23 April 2010 - The Finnish construction and engineering company Outotec Oyj HEL: OTE1V today declared that it had recorded a net loss of 7.3 million euros in the first quarter of 2010 compared to a net profit of 12.5 million euros in the corresponding period last year.
positive,"In the first quarter of 2010, the result of the market assessment was a pre-tax profit of EUR 133 million, compared to a loss of EUR 32 million in the same period last year."
positive,Negotiations are aimed at restructuring operations and reducing costs.
neutral,"Currently, the company uses eight stackers of similar range and four empty container managers by Konecranes."
negative,The employment contracts of 14 of the employees will end in March 2009 following previous employer-employee interviews of the company.
neutral,Basware finances the acquisition with a bank loan.
neutral,The diameter protocol is developed according to IETF RFC 3588 and IETF RFC 3539.
neutral,CF2 Pty Ltd became a major owner of Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ).
neutral,"The report presents 614 companies including many key and niche players worldwide such as Black & Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc., Husqvarna Outdoor Products Inc., K+S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Company, and Van Group, Inc."
neutral,"Music is provided by all major international and regional labels, including Universal Music Group, Sony Music Entertainment, Warner Music, EMI Music, Rotana, Mazzika, Melody Music, Platinum Records, and the main content aggregator The Orchard, as well as thousands of independent labels."
neutral,"The company, which has assets of 2.8 billion euros, includes Finnish insurers Ilmarinen 4.34% and Varma 0.70%, as well as the Finnish state pension fund VER 0.61%."
negative,"The Finnish manufacturer of Scanfil electronics contracts recorded net sales of EUR 52.2 million in the first quarter of 2007, down from EUR 60.1 million a year earlier."
positive,"HELSINKI ( AFX ) - Nokian Tyres reported a pre-taxed profit of 61.5 mln in the fourth quarter, up from 48.6 mln at the back of strong sales."
negative,The current layoffs are in addition to the temporary layoffs agreed in December 2008 and May 2009.
negative,"Operating income fell to EUR 15.1 million, compared to EUR 24.6 million in 2006."
negative,Cash flows from operations for the last quarter also reached a low of eight years.
negative,"The Finnish company Scanfil, a system supplier and contract manufacturer for the communications and electronics sectors, reports that its net sales amounted to EUR 94.7 million in the first half of 2010, compared to EUR 99.5 million in the first half of 2009."
negative,"Finnish Suominen Corporation, which manufactures wet, non-woven wipes, and flexible packaging begins employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees."
neutral,The transaction also included the transfer of the lease for manufacturing premises and employment agreements related to these operations.
negative,"The company confirmed its estimate of lower revenue for 2009 as a whole compared to the previous year, i.e. EUR 93,9 million USD 137,3 million, as reported in the interim report of 5 August."
neutral,"AHMS will also offer consulting services in hotel projects, management, Brand Franchise, training and sales and marketing across India."
neutral,"They can be used to control the speed of electric motors used by industry and municipal engineering, and in the production of energy using renewable energy."
neutral,Our tools are specifically designed to meet the needs of business users and ICT experts in mind.
negative,"The Finnish company Exel Composites, which designs, manufactures and markets composite profiles and tubes for various industrial applications, reports that its net sales decreased by 0.6% in the second quarter of 2010, from EUR 19.3 million in the corresponding period in 2009 to EUR 19.2 million."
neutral,gains 98% acceptance 23 December 2009 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) has today declared that it will complete its bid for the textile company Tamfelt Oyj Abp ( HEL : TAFKS ) after acquiring 98% of its shares and votes.
negative,"The paper companies were in negative territories, with Stora Enso R from 1.62 pct to 12.73 eur, UPM-Kymmene decreasing from 0.80 pct to 18.64 eur and M-real B 0.18 pct decreasing to 5.57 eur."
neutral,"Tekla will hold a briefing for analysts and the media at the WTC Helsinki Marski meeting room, Aleksanterinkatu 17, on the same day from 12:30 pm to 1:30 pm. Light lunch will be served."
positive,"It combines a perfect price performance with sophisticated management facilities, the company said."
neutral,"Talvivaara Mining Company PLC ( Talvivaara Mining ) ( LSE : TALV ), a Finnish nickel mining company, installed its second production line at its metal recovery plant on 9 June 2010."
negative,Dismissals will affect 240 people out of a total of 320 Okmetic employees in Finland.
neutral,"The cosmetics collection includes eye shadows, face powder, lip glosses, mascara and accessories."
positive,Nordea sees a return to positive growth for the Baltic countries in 2011.
neutral,Aspo's structure and business activities are constantly developed without predefined schedules.
